Nr,KeggModule,KeggModuleNR,KeggModuleName,CategoryGlobal,Category,KeggModuleOrder
554,Environmental information processing - Phosphate and amino acid transport system - M00585: L-Cystine transport system,M00585,M00585: L-Cystine transport system,Environmental information processing,Phosphate and amino acid transport system,554
555,Environmental information processing - Phosphate and amino acid transport system - M00586: Putative amino-acid transport system,M00586,M00586: Putative amino-acid transport system,Environmental information processing,Phosphate and amino acid transport system,555
556,Environmental information processing - Phosphate and amino acid transport system - M00587: Arginine/lysine/histidine/glutamine transport system,M00587,M00587: Arginine/lysine/histidine/glutamine transport system,Environmental information processing,Phosphate and amino acid transport system,556
557,Environmental information processing - Phosphate and amino acid transport system - M00589: Putative lysine transport system,M00589,M00589: Putative lysine transport system,Environmental information processing,Phosphate and amino acid transport system,557
558,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00590: Erythritol transport system",M00590,M00590: Erythritol transport system,Environmental information processing,"Saccharide, polyol, and lipid transport system",558
559,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00591: Putative xylitol transport system",M00591,M00591: Putative xylitol transport system,Environmental information processing,"Saccharide, polyol, and lipid transport system",559
560,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00592: Inositol transport system",M00592,M00592: Inositol transport system,Environmental information processing,"Saccharide, polyol, and lipid transport system",560
561,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00593: Inositol transport system",M00593,M00593: Inositol transport system,Environmental information processing,"Saccharide, polyol, and lipid transport system",561
562,"Energy metabolism - Sulfur metabolism - M00595: Thiosulfate oxidation by SOX complex, thiosulfate => sulfate",M00595,"M00595: Thiosulfate oxidation by SOX complex, thiosulfate => sulfate",Energy metabolism,Sulfur metabolism,562
563,"Energy metabolism - Sulfur metabolism - M00596: Dissimilatory sulfate reduction, sulfate => H2S",M00596,"M00596: Dissimilatory sulfate reduction, sulfate => H2S",Energy metabolism,Sulfur metabolism,563
564,Energy metabolism - Photosynthesis - M00597: Anoxygenic photosystem II,M00597,M00597: Anoxygenic photosystem II,Energy metabolism,Photosynthesis,564
565,Energy metabolism - Photosynthesis - M00598: Anoxygenic photosystem I,M00598,M00598: Anoxygenic photosystem I,Energy metabolism,Photosynthesis,565
566,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00599: Inositol-phosphate transport system",M00599,M00599: Inositol-phosphate transport system,Environmental information processing,"Saccharide, polyol, and lipid transport system",566
567,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00600: alpha-1,4-Digalacturonate transport system",M00600,"M00600: alpha-1,4-Digalacturonate transport system",Environmental information processing,"Saccharide, polyol, and lipid transport system",567
568,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00601: Putative chitobiose transport system",M00601,M00601: Putative chitobiose transport system,Environmental information processing,"Saccharide, polyol, and lipid transport system",568
569,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00602: Arabinosaccharide transport system",M00602,M00602: Arabinosaccharide transport system,Environmental information processing,"Saccharide, polyol, and lipid transport system",569
570,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00603: Putative aldouronate transport system",M00603,M00603: Putative aldouronate transport system,Environmental information processing,"Saccharide, polyol, and lipid transport system",570
571,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00604: Trehalose transport system",M00604,M00604: Trehalose transport system,Environmental information processing,"Saccharide, polyol, and lipid transport system",571
572,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00605: Glucose/mannose transport system",M00605,M00605: Glucose/mannose transport system,Environmental information processing,"Saccharide, polyol, and lipid transport system",572
573,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00606: N,N'-Diacetylchitobiose transport system",M00606,"M00606: N,N'-Diacetylchitobiose transport system",Environmental information processing,"Saccharide, polyol, and lipid transport system",573
574,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00607: Glycerol transport system",M00607,M00607: Glycerol transport system,Environmental information processing,"Saccharide, polyol, and lipid transport system",574
575,"Energy metabolism - Methane metabolism - M00608: 2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate",M00608,"M00608: 2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate",Energy metabolism,Methane metabolism,575
576,"Nucleotide and amino acid metabolism - Cysteine and methionine metabolism - M00609: Cysteine biosynthesis, methionine => cysteine",M00609,"M00609: Cysteine biosynthesis, methionine => cysteine",Nucleotide and amino acid metabolism,Cysteine and methionine metabolism,576
577,"Environmental information processing - Phosphotransferase system (PTS) - M00610: PTS system, D-glucosaminate-specific II component",M00610,"M00610: PTS system, D-glucosaminate-specific II component",Environmental information processing,Phosphotransferase system (PTS),577
578,Gene set - Metabolic capacity - M00611: Oxygenic photosynthesis in plants and cyanobacteria,M00611,M00611: Oxygenic photosynthesis in plants and cyanobacteria,Gene set,Metabolic capacity,578
579,Gene set - Metabolic capacity - M00612: Anoxygenic photosynthesis in purple bacteria,M00612,M00612: Anoxygenic photosynthesis in purple bacteria,Gene set,Metabolic capacity,579
580,Gene set - Metabolic capacity - M00613: Anoxygenic photosynthesis in green nonsulfur bacteria,M00613,M00613: Anoxygenic photosynthesis in green nonsulfur bacteria,Gene set,Metabolic capacity,580
581,Gene set - Metabolic capacity - M00614: Anoxygenic photosynthesis in green sulfur bacteria,M00614,M00614: Anoxygenic photosynthesis in green sulfur bacteria,Gene set,Metabolic capacity,581
582,Gene set - Metabolic capacity - M00615: Nitrate assimilation,M00615,M00615: Nitrate assimilation,Gene set,Metabolic capacity,582
583,Gene set - Metabolic capacity - M00616: Sulfate-sulfur assimilation,M00616,M00616: Sulfate-sulfur assimilation,Gene set,Metabolic capacity,583
584,Gene set - Metabolic capacity - M00617: Methanogen,M00617,M00617: Methanogen,Gene set,Metabolic capacity,584
585,Gene set - Metabolic capacity - M00618: Acetogen,M00618,M00618: Acetogen,Gene set,Metabolic capacity,585
586,"Environmental information processing - Saccharide, polyol, and lipid transport system - M00619: Xylobiose transport system",M00619,M00619: Xylobiose transport system,Environmental information processing,"Saccharide, polyol, and lipid transport system",586
587,"Energy metabolism - Carbon fixation - M00620: Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",M00620,"M00620: Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",Energy metabolism,Carbon fixation,587
588,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00622: Nicotinate degradation, nicotinate => fumarate",M00622,"M00622: Nicotinate degradation, nicotinate => fumarate",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,588
589,"Secondary metabolism - Aromatics degradation - M00623: Phthalate degradation, phthalate => protocatechuate",M00623,"M00623: Phthalate degradation, phthalate => protocatechuate",Secondary metabolism,Aromatics degradation,589
590,"Secondary metabolism - Aromatics degradation - M00624: Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate",M00624,"M00624: Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate",Secondary metabolism,Aromatics degradation,590
591,Gene set - Drug resistance - M00625: Methicillin resistance,M00625,M00625: Methicillin resistance,Gene set,Drug resistance,591
